Gene ID	Gene Name	SRR1839796	SRR1839800	SRR1839795	SRR1839804	SRR1839802	SRR1839801	SRR1839803	SRR1839797	SRR1839794	SRR1839792	SRR1839799	SRR1839791	SRR1839798	SRR1839793
ENSG00000165059	PRKACG	0	0	0	0	2	0	0	0	1	0	0	0	0	0
ENSG00000165060	FXN	128	92	64	138	108	83	107	62	109	73	66	120	62	35
ENSG00000165061	ZMAT4	3	5	2	1	3	5	11	2	1	0	0	12	2	2
ENSG00000165066	NKX6-3	2	8	1	3	11	7	0	0	0	0	4	3	4	0
ENSG00000165071	TMEM71	2225	1276	1621	1607	1410	890	1224	1570	1658	643	665	2230	857	497
ENSG00000165072	MAMDC2	0	2	2	3	1	1	1	0	1	0	1	2	1	0
ENSG00000165076	PRSS37	0	1	0	1	0	1	0	2	2	0	0	1	1	0
ENSG00000165078	CPA6	0	0	0	1	0	0	0	0	0	0	0	0	2	0
ENSG00000165084	C8orf34	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000165091	TMC1	1	1	2	0	2	0	0	0	0	1	0	0	0	1
ENSG00000165092	ALDH1A1	355	227	494	281	305	408	191	472	308	94	275	438	476	119
ENSG00000165097	KDM1B	784	468	500	874	423	440	625	406	870	128	339	1077	457	82
ENSG00000165102	HGSNAT	1414	1024	1182	1458	805	952	880	1116	1367	579	748	1362	819	356
ENSG00000165105	RASEF	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165113	GKAP1	28	13	13	31	30	4	33	7	47	8	14	34	11	5
ENSG00000165115	KIF27	33	33	35	66	18	5	53	36	58	34	11	87	8	10
ENSG00000165118	C9orf64	84	56	102	104	88	55	91	67	89	28	25	144	81	17
ENSG00000165119	HNRNPK	9830	6874	7763	9176	7051	6023	6305	8096	9480	2987	4068	10133	5732	1791
ENSG00000165120	SSMEM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165121		11	13	15	34	16	2	35	14	28	0	9	49	6	6
ENSG00000165124	SVEP1	0	0	0	0	0	0	0	2	0	0	3	1	2	1
ENSG00000165125	TRPV6	6	3	7	3	3	6	6	3	11	1	9	11	10	2
ENSG00000165131	LLCFC1	17	18	26	17	11	48	19	39	19	27	9	44	5	31
ENSG00000165138	ANKS6	149	113	87	143	98	84	98	67	214	60	85	166	88	38
ENSG00000165140	FBP1	429	217	310	244	288	212	139	277	328	251	307	330	349	127
ENSG00000165152	PGAP4	1	0	0	1	0	5	0	0	0	0	0	2	0	0
ENSG00000165156	ZHX1	154	54	83	142	124	62	121	34	94	15	56	188	82	12
ENSG00000165164	CFAP47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165168	CYBB	8030	4167	6576	6377	5125	4732	5117	3195	4873	923	2171	6917	5620	655
ENSG00000165169	DYNLT3	113	33	64	72	94	42	83	26	75	8	14	138	49	12
ENSG00000165171	METTL27	15	13	7	6	0	4	8	0	4	4	11	3	2	1
ENSG00000165175	MID1IP1	1185	1081	1006	1081	928	748	844	1240	2198	1319	681	2187	829	454
ENSG00000165178	NCF1C	1004	1240	1022	957	915	1162	618	1935	1607	2761	1279	1270	1412	852
ENSG00000165181	SHOC1	49	82	57	35	20	36	52	88	78	59	72	75	42	64
ENSG00000165182	CXorf58	4	3	2	2	0	0	2	0	0	0	1	2	0	1
ENSG00000165185	KIAA1958	56	57	52	73	53	53	46	68	89	19	38	100	107	11
ENSG00000165186	PTCHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000165188	RNF183	0	0	0	0	0	6	0	1	0	0	0	0	0	0
ENSG00000165192	ASB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165194	PCDH19	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000165195	PIGA	71	61	58	119	61	39	83	33	81	9	16	136	22	2
ENSG00000165197	VEGFD	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000165202	OR1Q1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000165204	OR1K1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000165209	STRBP	171	113	161	172	182	107	234	65	181	51	54	195	96	27
ENSG00000165215	CLDN3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000165219	GAPVD1	975	613	714	1093	710	502	834	627	1174	226	368	1327	480	146
ENSG00000165233	CARD19	918	1051	784	621	531	572	591	766	1226	1066	498	1086	654	622
ENSG00000165238	WNK2	17	20	20	6	12	6	11	9	26	29	6	27	17	13
ENSG00000165240	ATP7A	328	221	283	530	256	150	379	186	517	57	103	602	144	31
ENSG00000165244	ZNF367	26	14	14	41	16	15	25	4	51	2	10	72	18	6
ENSG00000165246	NLGN4Y	0	0	2	0	3	0	3	0	0	0	0	0	2	0
ENSG00000165259	HDX	15	8	16	18	13	12	16	7	7	6	0	16	18	4
ENSG00000165264	NDUFB6	223	110	191	125	157	162	120	194	113	261	63	141	228	178
ENSG00000165269	AQP7	2	4	2	4	7	3	3	0	8	0	4	11	3	0
ENSG00000165271	NOL6	630	473	495	580	485	508	457	281	851	217	390	841	503	166
ENSG00000165272	AQP3	917	686	527	975	874	713	838	342	1512	297	539	909	458	180
ENSG00000165275	TRMT10B	282	164	158	271	166	213	195	142	271	98	146	260	164	50
ENSG00000165280	VCP	3849	2848	3423	3367	2659	2801	2440	2987	3743	1467	1990	3487	2726	1041
ENSG00000165282	PIGO	286	193	212	395	210	154	237	226	435	124	199	361	199	73
ENSG00000165283	STOML2	377	238	282	313	299	252	245	245	358	297	224	355	304	204
ENSG00000165288	BRWD3	758	439	575	887	611	326	631	405	867	93	246	1295	337	95
ENSG00000165300	SLITRK5	15	5	7	10	3	3	3	0	10	1	1	12	0	1
ENSG00000165304	MELK	11	1	3	7	4	3	1	9	4	0	0	3	0	3
ENSG00000165309	ARMC3	13	2	6	4	1	1	3	3	3	0	0	8	1	1
ENSG00000165312	OTUD1	351	227	278	336	284	218	317	219	573	39	153	802	132	32
ENSG00000165322	ARHGAP12	105	78	110	246	125	37	187	35	187	14	29	257	43	13
ENSG00000165323	FAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165325	DEUP1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000165338	HECTD2	10	1	3	13	6	10	21	1	11	0	1	18	2	0
ENSG00000165349	SLC7A3	7	2	0	0	0	0	0	0	1	1	0	0	1	0
ENSG00000165355	FBXO33	291	186	221	391	246	127	325	159	402	104	86	622	139	98
ENSG00000165359	INTS6L	443	314	332	561	348	263	494	142	474	17	141	598	200	44
ENSG00000165370	GPR101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165376	CLDN2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000165379	LRFN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165383	LRRC18	1	1	1	1	0	0	0	1	8	0	1	1	1	2
ENSG00000165389	SPTSSA	151	86	148	149	117	94	125	92	106	31	47	204	154	17
ENSG00000165392	WRN	93	54	52	124	75	28	117	26	73	5	26	112	20	4
ENSG00000165406	MARCHF8	3394	2088	2679	2568	2356	2225	2301	1990	4235	1108	1840	3302	1835	822
ENSG00000165409	TSHR	4	3	1	3	0	2	2	0	6	0	0	2	1	5
ENSG00000165410	CFL2	60	33	15	64	56	35	87	21	54	9	11	99	22	4
ENSG00000165416	SUGT1	320	134	206	396	230	161	314	162	242	86	150	357	182	59
ENSG00000165417	GTF2A1	418	256	393	689	397	232	554	201	495	56	125	757	207	51
ENSG00000165424	ZCCHC24	75	61	108	126	66	44	82	56	116	56	45	165	85	29
ENSG00000165434	PGM2L1	93	48	64	142	94	54	126	37	125	21	36	158	36	8
ENSG00000165443	PHYHIPL	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000165449	SLC16A9	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ENSG00000165457	FOLR2	57	26	49	34	70	70	41	96	71	60	104	37	106	60
ENSG00000165458	INPPL1	2216	1999	2189	1917	1774	1528	1364	1620	2973	1502	1289	2838	1910	890
ENSG00000165462	PHOX2A	0	0	0	0	0	0	0	0	1	4	0	0	1	0
ENSG00000165471	MBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165474	GJB2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165475	CRYL1	163	136	191	197	123	145	154	139	196	108	107	162	140	60
ENSG00000165476	REEP3	193	116	140	277	187	96	201	90	248	26	65	285	121	16
ENSG00000165478	HEPACAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165480	SKA3	5	1	9	2	2	1	0	1	7	0	1	0	1	1
ENSG00000165487	MICU2	270	153	242	349	222	151	251	147	292	84	105	432	178	50
ENSG00000165490	DDIAS	49	26	43	76	43	34	44	57	92	0	5	66	19	12
ENSG00000165494	PCF11	1037	685	852	1308	895	547	1093	535	1168	126	379	1534	540	117
ENSG00000165495	PKNOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165496	RPL10L	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165501	LRR1	80	38	60	51	38	32	39	28	29	9	23	72	55	17
ENSG00000165502	RPL36AL	347	156	390	400	303	141	203	177	150	252	124	362	335	278
ENSG00000165506	DNAAF2	53	22	29	53	34	34	47	25	51	8	15	92	20	5
ENSG00000165507	DEPP1	3	13	7	14	6	8	13	7	13	10	4	11	18	0
ENSG00000165509	MAGEC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165511	ZNF22-AS1	6	7	7	15	3	3	11	2	6	4	3	8	9	6
ENSG00000165512	ZNF22	95	46	81	56	109	59	55	40	58	28	24	91	55	15
ENSG00000165516	KLHDC2	240	153	192	232	202	134	222	101	256	79	82	325	131	51
ENSG00000165521	EML5	6	6	0	9	5	6	4	0	8	0	4	17	1	0
ENSG00000165525	NEMF	193	106	129	303	143	105	273	66	196	26	65	318	82	16
ENSG00000165526	RPUSD4	295	151	201	277	172	179	177	123	291	80	151	290	146	66
ENSG00000165527	ARF6	1648	986	1388	2002	1408	1135	1286	1108	2256	772	824	2612	1138	387
ENSG00000165533	TTC8	31	8	15	22	14	9	13	18	21	11	8	26	8	5
ENSG00000165548	TMEM63C	47	184	224	114	21	39	85	190	249	154	32	219	69	10
ENSG00000165553	NGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165555	NOXRED1	25	13	20	16	20	12	13	16	16	3	6	15	7	0
ENSG00000165556	CDX2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000165566	AMER2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165568	AKR1E2	7	10	2	12	2	16	10	1	19	19	7	14	6	1
ENSG00000165572	KBTBD6	66	41	45	118	61	32	75	16	101	20	33	149	26	11
ENSG00000165583	SSX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165584	SSX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165588	OTX2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000165591	FAAH2	18	12	18	24	22	30	31	12	28	10	15	29	6	4
ENSG00000165606	DRGX	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165609	NUDT5	776	528	476	775	535	473	522	742	618	378	350	678	350	202
ENSG00000165617	DACT1	26	35	33	68	11	19	32	14	55	1	16	24	0	3
ENSG00000165621	OXGR1	0	0	0	2	0	1	0	0	0	0	0	1	0	0
ENSG00000165623	UCMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165626	BEND7	60	29	36	48	32	32	16	51	56	20	34	46	9	6
ENSG00000165629	ATP5F1C	413	161	362	232	392	220	229	180	218	217	119	258	383	178
ENSG00000165630	PRPF18	17	16	11	44	24	12	15	8	38	5	3	33	13	4
ENSG00000165632	TAF3	191	154	169	286	145	128	188	75	290	45	101	346	116	26
ENSG00000165633	VSTM4	0	5	1	1	0	0	0	3	2	0	0	0	0	1
ENSG00000165637	VDAC2	350	260	260	301	254	259	233	236	284	78	218	337	203	84
ENSG00000165643	SOHLH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165644	COMTD1	42	51	57	48	50	39	40	62	153	214	75	137	61	133
ENSG00000165646	SLC18A2	7	8	7	10	4	1	5	4	11	9	5	5	2	2
ENSG00000165650	PDZD8	318	328	248	411	417	137	278	175	395	43	86	596	137	46
ENSG00000165655	ZNF503	18	11	8	20	9	5	15	19	29	6	8	36	5	4
ENSG00000165660	ABRAXAS2	241	119	176	324	220	168	220	168	253	30	102	264	186	32
ENSG00000165661	QSOX2	243	267	240	380	305	175	266	120	435	72	139	516	184	44
ENSG00000165669	FAM204A	198	132	180	216	177	118	208	103	182	72	54	234	110	42
ENSG00000165671	NSD1	1562	1145	1309	1848	1081	957	1224	996	2258	518	671	2365	921	314
ENSG00000165672	PRDX3	751	397	616	692	574	456	541	521	555	140	249	837	437	95
ENSG00000165675	ENOX2	149	86	92	193	114	72	133	39	151	19	48	202	85	12
ENSG00000165678	GHITM	1908	795	1467	1771	1450	1138	1216	1270	1289	710	562	1775	1179	528
ENSG00000165682	CLEC1B	111	43	130	57	60	18	105	71	89	38	23	25	39	18
ENSG00000165684	SNAPC4	334	282	253	273	210	236	209	228	569	339	212	498	238	142
ENSG00000165685	TMEM52B	3	0	1	3	0	0	0	2	0	3	0	0	4	1
ENSG00000165688	PMPCA	513	454	411	467	386	377	318	341	652	300	371	639	421	210
ENSG00000165689	ENTR1	431	352	333	440	288	360	307	243	552	248	278	526	252	144
ENSG00000165694	FRMD7	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000165695	AK8	1	0	3	1	6	1	6	3	3	2	0	1	1	7
ENSG00000165698	SPACA9	35	22	18	35	21	11	26	25	43	44	26	34	25	7
ENSG00000165699	TSC1	780	588	586	910	562	475	659	524	970	273	348	952	392	152
ENSG00000165702	GFI1B	300	158	204	246	164	194	144	214	263	339	188	202	294	141
ENSG00000165704	HPRT1	135	83	101	149	120	117	103	90	151	45	60	123	147	30
ENSG00000165714	BORCS5	106	81	69	102	71	87	89	74	160	50	57	144	58	26
ENSG00000165716	DIPK1B	42	44	30	22	35	12	7	12	63	55	41	43	35	21
ENSG00000165724	ZMYND19	109	83	116	118	113	101	85	78	162	67	83	148	82	42
ENSG00000165730	STOX1	20	1	10	2	1	1	7	0	21	2	0	4	2	0
ENSG00000165731	RET	11	10	3	4	10	5	11	3	4	3	6	30	16	3
ENSG00000165732	DDX21	784	392	649	1144	721	521	811	320	732	114	256	1179	463	96
ENSG00000165733	BMS1	335	248	292	468	346	316	396	200	425	113	229	461	307	73
ENSG00000165752	STK32C	223	99	186	151	97	115	168	112	238	251	144	204	169	77
ENSG00000165757	JCAD	0	2	1	5	1	0	3	1	1	0	0	8	4	0
ENSG00000165762	OR4K2	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ENSG00000165775	FUNDC2	236	91	271	126	192	152	184	104	114	117	67	162	195	163
ENSG00000165782	PIP4P1	749	567	608	685	555	536	549	495	911	478	495	831	527	263
ENSG00000165792	METTL17	327	352	285	412	330	310	328	219	424	212	276	418	262	98
ENSG00000165794	SLC39A2	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000165795	NDRG2	206	153	141	152	122	100	174	94	207	94	141	152	104	49
ENSG00000165799	RNASE7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165801	ARHGEF40	2019	2115	1255	1285	876	862	1229	2435	2077	1762	1001	2689	1207	834
ENSG00000165802	NSMF	618	537	424	548	504	503	474	386	967	704	483	804	573	485
ENSG00000165804	ZNF219	78	87	56	53	40	65	76	80	130	205	61	156	49	66
ENSG00000165805	C12orf50	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165806	CASP7	231	102	164	253	177	194	114	106	221	12	79	216	154	13
ENSG00000165807	PPP1R36	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSG00000165810	BTNL9	0	0	2	1	10	0	35	9	8	7	0	39	21	1
ENSG00000165813	CCDC186	304	187	197	422	245	147	401	139	370	35	85	663	105	26
ENSG00000165816	VWA2	0	1	0	0	0	0	0	0	0	0	0	2	1	0
ENSG00000165819	METTL3	496	382	371	639	461	371	502	313	614	136	294	632	308	103
ENSG00000165821	SALL2	50	36	33	39	27	41	48	28	92	12	32	64	26	6
ENSG00000165828	PRAP1	0	2	2	3	0	1	1	4	3	2	1	5	2	1
ENSG00000165832	TRUB1	53	34	35	105	93	55	101	11	84	9	15	123	37	3
ENSG00000165837	ERICH6B	0	6	4	6	5	1	7	3	7	0	1	10	1	0
ENSG00000165841	CYP2C19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165861	ZFYVE1	718	506	467	538	402	388	386	513	741	375	358	623	419	207
ENSG00000165863	C10orf82	2	3	0	1	5	0	1	5	0	3	1	1	0	0
ENSG00000165868	HSPA12A	1	6	2	11	5	12	25	3	19	2	4	20	3	0
ENSG00000165874	SHLD2P1	1	0	1	0	0	0	2	0	1	0	0	2	0	0
ENSG00000165879	FRAT1	1945	1539	1679	1169	1404	1172	881	2439	2597	3053	1239	2519	890	1050
ENSG00000165886	UBTD1	231	258	244	155	163	105	97	342	402	617	125	315	192	346
ENSG00000165887	ANKRD2	1	2	3	1	2	2	3	0	2	7	0	4	3	1
ENSG00000165891	E2F7	4	2	4	8	4	0	3	0	5	0	0	8	2	3
ENSG00000165895	ARHGAP42	14	12	8	12	5	7	6	2	14	0	2	15	1	0
ENSG00000165898	ISCA2	99	84	105	120	112	112	107	72	137	118	81	113	118	70
ENSG00000165899	OTOGL	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000165905	LARGE2	115	137	119	87	105	102	114	62	218	113	62	140	135	71
ENSG00000165912	PACSIN3	3	1	0	0	0	0	0	1	1	6	1	2	3	3
ENSG00000165914	TTC7B	103	47	73	75	70	60	73	44	69	18	46	106	65	15
ENSG00000165915	SLC39A13	497	403	393	437	328	359	316	299	755	405	319	612	344	258
ENSG00000165916	PSMC3	368	285	361	421	404	405	251	351	379	460	296	389	423	280
ENSG00000165917	RAPSN	20	25	19	12	10	20	16	46	46	39	16	26	10	18
ENSG00000165923	AGBL2	24	20	15	31	18	23	22	15	34	2	18	40	7	4
ENSG00000165929	TC2N	707	336	381	1153	713	373	969	200	734	57	210	1283	244	58
ENSG00000165934	CPSF2	860	378	675	720	618	430	531	436	751	217	314	891	502	161
ENSG00000165935	SMCO2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000165943	MOAP1	387	258	300	416	335	228	307	259	474	90	239	550	233	72
ENSG00000165948	IFI27L1	36	19	23	16	14	28	8	21	33	35	11	24	29	16
ENSG00000165949	IFI27	15	17	13	12	13	34	25	18	66	47	33	9	43	36
ENSG00000165953	SERPINA12	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000165959	CLMN	505	422	443	549	317	316	448	540	649	344	297	743	352	229
ENSG00000165966	PDZRN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165970	SLC6A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165972	CCDC38	4	1	0	2	2	0	1	0	0	0	0	2	0	0
ENSG00000165973	NELL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165983	PTER	102	72	105	157	112	49	106	85	120	18	30	145	69	16
ENSG00000165985	C1QL3	6	7	5	31	4	1	11	0	3	0	3	5	4	1
ENSG00000165995	CACNB2	23	21	16	31	15	14	16	6	28	3	19	30	11	3
ENSG00000165996	HACD1	15	3	8	11	4	5	1	12	11	7	0	13	1	5
ENSG00000165997	ARL5B	216	106	156	252	162	107	259	76	200	18	75	375	99	10
ENSG00000166002	SMCO4	178	146	119	114	119	202	92	169	141	131	232	199	207	85
ENSG00000166004	CEP295	180	67	91	134	86	51	116	38	113	8	19	173	48	5
ENSG00000166006	KCNC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166007	TRIM51HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166012	TAF1D	398	261	382	472	345	215	486	189	475	60	151	596	199	62
ENSG00000166013	TRIM53BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166016	ABTB2	76	62	69	102	97	22	66	94	129	21	67	65	133	21
ENSG00000166024	R3HCC1L	297	194	203	329	215	143	205	168	277	66	120	311	215	68
ENSG00000166025	AMOTL1	24	9	9	19	12	15	23	17	19	4	16	34	20	2
ENSG00000166033	HTRA1	22	13	22	26	8	2	9	11	18	7	4	9	10	6
ENSG00000166035	LIPC	20	9	26	24	14	44	5	8	18	13	16	9	13	34
ENSG00000166037	CEP57	289	132	224	297	248	110	269	80	192	34	67	348	148	35
ENSG00000166046	TCP11L2	612	566	375	884	387	249	727	412	968	144	220	751	224	92
ENSG00000166049	PASD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166068	SPRED1	40	37	40	78	44	21	50	17	63	15	17	130	23	0
ENSG00000166069	TMCO5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166073	GPR176	7	0	1	0	2	0	4	1	0	2	1	0	5	0
ENSG00000166086	JAM3	82	106	82	83	51	46	77	71	163	33	62	167	38	28
ENSG00000166090	IL25	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000166091	CMTM5	142	92	113	71	45	69	68	101	81	165	54	127	39	168
ENSG00000166104		1	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000166105	GLB1L3	30	17	24	30	21	22	11	8	29	3	7	22	2	4
ENSG00000166106	ADAMTS15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166111	SVOP	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000166118	SPATA19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166123	GPT2	49	24	37	28	21	20	14	32	45	7	33	33	23	18
ENSG00000166126	AMN	15	34	12	11	18	13	20	19	70	52	33	44	15	18
ENSG00000166128	RAB8B	1302	779	1104	1361	1165	637	1118	694	1432	258	343	2175	743	223
ENSG00000166130	IKBIP	420	308	374	248	303	195	282	429	553	165	125	699	177	96
ENSG00000166133	RPUSD2	126	93	85	109	93	100	108	63	143	100	82	131	89	49
ENSG00000166135	HIF1AN	1797	1215	1223	1611	1243	1025	1128	1159	1585	617	781	1545	939	362
ENSG00000166136	NDUFB8	102	94	106	148	126	115	83	92	143	162	78	132	130	104
ENSG00000166140	ZFYVE19	322	247	303	263	277	296	194	223	423	294	305	402	299	154
ENSG00000166143	PPP1R14D	0	0	0	1	1	0	0	0	2	0	0	3	1	0
ENSG00000166145	SPINT1	419	413	506	426	235	192	251	365	550	420	386	546	266	250
ENSG00000166147	FBN1	9	5	4	18	8	7	8	9	7	3	17	11	9	0
ENSG00000166148	AVPR1A	8	4	10	18	1	3	14	0	8	0	0	7	0	0
ENSG00000166152	C16orf78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166153	DEPDC4	1	1	3	3	1	0	3	0	1	0	5	5	0	0
ENSG00000166159	LRTM2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000166160	OPN1MW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166164	BRD7	677	458	503	630	503	391	470	413	733	169	254	811	481	109
ENSG00000166165	CKB	59	35	45	36	27	35	29	29	67	74	54	99	64	37
ENSG00000166166	TRMT61A	162	146	142	142	124	147	101	95	240	269	169	233	165	163
ENSG00000166167	BTRC	264	145	177	305	190	155	184	135	257	48	91	278	177	30
ENSG00000166169	POLL	789	683	885	632	671	929	559	631	910	711	702	822	810	584
ENSG00000166170	BAG5	615	358	384	622	378	318	465	296	646	148	226	724	272	99
ENSG00000166171	DPCD	17	22	29	26	22	21	35	21	19	20	16	28	39	13
ENSG00000166173	LARP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166181	API5	851	446	675	1048	689	420	768	319	747	146	256	952	484	116
ENSG00000166183	ASPG	0	1	0	1	2	1	0	0	1	0	0	0	0	0
ENSG00000166188	ZNF319	493	535	447	558	372	340	295	511	825	235	230	802	358	158
ENSG00000166189	HPS6	376	308	316	407	316	296	232	333	554	238	310	581	283	144
ENSG00000166192	SENP8	8	6	8	10	2	6	8	0	12	0	2	5	6	2
ENSG00000166197	NOLC1	802	509	508	1164	693	542	740	342	932	94	407	951	507	56
ENSG00000166199	ALKBH3	122	65	94	101	69	72	86	76	83	64	97	84	83	46
ENSG00000166200	COPS2	183	64	142	114	147	71	127	48	84	35	32	184	88	42
ENSG00000166206	GABRB3	0	1	0	6	0	0	3	0	1	0	0	1	0	0
ENSG00000166211	SPIC	0	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSG00000166220	TBATA	0	0	1	0	0	4	0	0	0	0	0	0	1	0
ENSG00000166224	SGPL1	898	708	705	932	585	460	593	604	922	359	351	923	555	121
ENSG00000166225	FRS2	199	133	161	286	193	114	263	103	199	28	73	332	101	21
ENSG00000166226	CCT2	270	129	287	243	326	176	219	87	235	143	94	267	262	118
ENSG00000166228	PCBD1	97	57	102	102	81	67	62	90	67	62	51	83	99	36
ENSG00000166233	ARIH1	1111	646	724	1127	745	555	855	591	954	207	414	1272	534	113
ENSG00000166246	C16orf71	10	5	4	11	8	9	5	7	9	5	0	4	5	3
ENSG00000166250	CLMP	11	11	8	10	7	12	11	7	18	15	10	8	8	2
ENSG00000166257	SCN3B	0	4	2	1	4	1	0	0	0	0	1	1	3	0
ENSG00000166260	COX11	334	205	183	389	236	259	248	155	325	53	189	363	151	48
ENSG00000166261	ZNF202	194	128	130	246	139	156	142	108	207	62	131	202	117	23
ENSG00000166262	FAM227B	10	9	11	11	8	4	26	3	8	0	7	16	3	2
ENSG00000166263	STXBP4	54	29	18	79	33	22	57	25	50	1	28	92	12	2
ENSG00000166265	CYYR1	7	2	6	9	1	1	1	2	10	0	0	3	1	0
ENSG00000166266	CUL5	154	68	126	276	149	77	214	40	180	18	50	311	68	27
ENSG00000166268	MYRFL	2	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000166272	WBP1L	1675	1359	1413	1442	1251	1007	956	1328	1703	744	747	2035	1065	417
ENSG00000166275	BORCS7	92	46	101	78	73	48	95	28	92	34	32	161	50	17
ENSG00000166278	C2	45	18	15	9	21	38	3	29	13	10	37	11	42	10
ENSG00000166289	PLEKHF1	227	175	219	315	244	223	122	171	374	237	243	461	259	212
ENSG00000166292	TMEM100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166295	ANAPC16	1180	697	907	1112	938	767	881	606	1237	594	542	1216	803	448
ENSG00000166311	SMPD1	753	672	391	482	430	471	398	408	799	531	571	749	446	356
ENSG00000166313	APBB1	803	749	446	631	480	552	478	408	1228	472	672	677	414	329
ENSG00000166317	SYNPO2L	0	4	0	0	0	0	2	2	2	0	1	1	0	0
ENSG00000166321	NUDT13	61	43	40	71	47	38	50	31	61	1	33	74	26	14
ENSG00000166323	C11orf65	14	11	12	17	10	4	12	7	18	1	9	9	3	1
ENSG00000166326	TRIM44	1385	844	930	1478	957	723	1107	603	1318	240	638	1552	713	166
ENSG00000166329	CCDC182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166333	ILK	17	23	14	35	22	22	13	5	61	31	8	74	14	14
ENSG00000166337	TAF10	171	129	133	145	103	104	112	123	323	356	94	312	88	224
ENSG00000166340	TPP1	4838	3024	4222	3701	2353	2837	2671	2826	3484	1469	2718	3726	2820	892
ENSG00000166341	DCHS1	165	120	58	137	55	43	103	38	447	34	133	190	67	55
